1.049472261	0.00138258
1.049472261	0.00138258
1.049472261	0.00138258
1.122388119	0.001726432
1.122388119	0.001726432
0.99851076	0.001299977
0.99851076	0.001299977
0.99851076	0.001299977
1.079111763	0.00144909
0.871589035	0.001061208
0.871589035	0.001061208
0.937893074	0.001023047
0.983321683	0.001138819
1.030364372	0.0013873
1.030364372	0.0013873
1.030364372	0.0013873
1.030364372	0.0013873
1.184146341	0.001694696
0.983308116	0.001248446
0.983308116	0.001248446
1.012075472	0.001246743
1.012075472	0.001246743
1.159383066	0.001996434
1.159383066	0.001996434
0.983594259	0.001410279
0.983594259	0.001410279
0.983594259	0.001410279
1.073498195	0.001525066
1.073498195	0.001525066
1.175657054	0.002331687
1.175657054	0.002331687
1.22863255	0.002575792
1.157103841	0.002179478
1.142663928	0.001934541
1.047843134	0.0018127
1.047843134	0.0018127
1.047843134	0.0018127
1.183217898	0.002722418
1.183217898	0.002722418
1.139419745	0.002055153
1.139419745	0.002055153
1.268786163	0.002160838
1.268786163	0.002160838
1.306386537	0.003192834
1.306386537	0.003192834
1.306386537	0.003192834
1.065420555	0.001992118
1.216756278	0.002976783
1.216756278	0.002976783
1.216756278	0.002976783
