1.183837163	0.001233068
1.223252968	0.001216765
1.223252968	0.001216765
1.211307783	0.001227415
1.218350755	0.001283221
1.202066613	0.001294152
1.167213128	0.001198069
1.147040129	0.001064096
1.147040129	0.001064096
1.232845881	0.001507218
1.203871742	0.001263023
1.226349319	0.001401115
1.223375205	0.001653107
1.223375205	0.001653107
1.199203176	0.001245346
1.199203176	0.001245346
1.190507581	0.001277969
1.204194194	0.001366847
1.221325636	0.001331789
1.221325636	0.001331789
1.226725076	0.001607118
1.222151853	0.001396212
1.21027183	0.001259615
1.221863226	0.001522052
1.221863226	0.001522052
1.184426189	0.0013843
1.221956968	0.001308464
1.221956968	0.001308464
1.177847053	0.001397757
1.212636721	0.001422528
1.212445035	0.001244842
1.207384633	0.001327009
1.230542444	0.001418423
1.230542444	0.001418423
1.245040261	0.001260215
1.24749715	0.001607237
1.24749715	0.001607237
1.213903701	0.001326668
1.243157209	0.001464759
1.212888384	0.00139557
1.239053277	0.001552608
1.241854621	0.001499633
1.243840832	0.001487634
1.244845369	0.001471898
1.244845369	0.001471898
1.268278699	0.001647479
1.245048125	0.001630964
1.241821601	0.001405101
1.257798661	0.001452858
1.245880814	0.001415997
1.245880814	0.001415997
1.25042685	0.001648812
1.223952126	0.001204889
1.243030326	0.001392321
1.257679174	0.0016603
1.260462234	0.001501839
1.24733876	0.001484302
1.252694671	0.001549632
1.248908281	0.001497957
1.248908281	0.001497957
1.165739715	0.000985226
1.245828008	0.001457222
1.250722184	0.001562725
1.281490264	0.001667671
1.281490264	0.001667671
1.239372123	0.001900527
1.239372123	0.001900527
1.25347662	0.001372248
1.26856028	0.001562923
1.25224643	0.001521848
1.25615769	0.001590799
1.263157957	0.001652049
1.263157957	0.001652049
1.263513514	0.001544806
1.248520685	0.001309245
1.248520685	0.001309245
1.252714144	0.001531259
1.267706303	0.00156486
1.24869786	0.002018987
1.267857065	0.001507855
1.283942946	0.001604913
1.268551231	0.001687157
1.289503991	0.001736835
1.284644177	0.002081538
1.269691224	0.001520248
1.305538289	0.001780461
1.261605975	0.001282567
1.294832748	0.001546008
1.298408554	0.002088608
1.298408554	0.002088608
1.295941429	0.001766163
1.281649171	0.001765998
1.28991862	0.001642208
1.32451615	0.002188341
1.30704451	0.002053467
1.314114144	0.001829521
1.298469452	0.001688895
1.307926848	0.001722799
1.332294275	0.001999892
1.332294275	0.001999892
1.298358763	0.001378053
1.298358763	0.001378053
1.334079083	0.002116358
1.324324245	0.001990856
1.325411395	0.001799784
1.373577813	0.002085233
1.359241043	0.00200893
1.368152779	0.00203316
1.359855354	0.001949904
